Committee_Id,Committee_Name,Link_Image,Committee_Election_State,Committee_Election_District,Report_Type,Receipt_Date,Coverage_Start_Date,Coverage_End_Date,Quarterly_Contribution,Semi_Annual_Contribution
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202009189267241723+0","","","SEPTEMBER MONTHLY","18-SEP-20","01-AUG-20","31-AUG-20","66750","0"
"C00010603","DNC SERVICES CORP / DEMOCRATIC NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_202008209266412285+0","","","AUGUST MONTHLY","20-AUG-20","01-JUL-20","31-JUL-20","57935.95","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202007209250421233+0","","","FEBRUARY MONTHLY","20-JUL-20","01-JAN-20","31-JAN-20","378800","0"
"C00580100","DONALD J. TRUMP FOR PRESIDENT, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_202007209260156160+0","","","JULY MONTHLY / SEMI-ANNUAL","20-JUL-20","01-JUN-20","30-JUN-20","19000","35500"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202007209250423730+0","","","MONTHLY SEMI-ANNUAL (MY)","20-JUL-20","01-JUN-20","30-JUN-20","0","1069200"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202007209250421616+0","","","MARCH MONTHLY","20-JUL-20","01-FEB-20","29-FEB-20","336100","0"
"C00010603","DNC SERVICES CORP / DEMOCRATIC NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_202007209260667327+0","","","JULY MONTHLY / SEMI-ANNUAL","20-JUL-20","01-JAN-20","30-JUN-20","172250","304655"
"C00618389","TRUMP VICTORY","http://docquery.fec.gov/cgi-bin/fecimg/?_202007179250397424+0","","","QUARTERLY YEAR END / SEMI-ANN","17-JUL-20","01-OCT-19","31-DEC-19","1512592.61","2104626.26"
"C00743393","HILL FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202007179250376151+0","","","JULY QUARTERLY / SEMI-ANNUAL","17-JUL-20","01-JAN-20","30-JUN-20","35973","35973"
"C00746362","VENA ALLIANCETRIPLANETORIUM RELIGIOUS PLANET JUPITER COUNTRY AND GOVERNMENT POLITICAL PARTY","http://docquery.fec.gov/cgi-bin/fecimg/?_202007270300331047+0","","","JULY QUARTERLY","16-JUL-20","15-APR-20","15-JUL-20","0","0"
"C00748178","VENA ALLIANCE TRIPLANETORIUM RELIGIOUS GLOBAL COUNTRY GOVERNMENT POLITICAL PARTY","http://docquery.fec.gov/cgi-bin/fecimg/?_202007270300331831+0","","","JULY QUARTERLY","16-JUL-20","15-APR-20","15-JUL-20","0","0"
"C00713883","AMERICAN RELIGIOUS GOVERNMENT AND PRESIDENCY","http://docquery.fec.gov/cgi-bin/fecimg/?_202007270300332051+0","","","JULY QUARTERLY","16-JUL-20","01-APR-20","30-JUN-20","0","0"
"C00648956","TJ COX FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202007169250336427+0","CA","21","QUARTERLY SEMI-ANNUAL (MY)","16-JUL-20","01-APR-20","30-JUN-20","0","22870.36"
"C00743393","HILL FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202007169250311188+0","","","JULY QUARTERLY / SEMI-ANNUAL","16-JUL-20","01-JAN-20","30-JUN-20","32982","32982"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202007159245090349+0","","","APRIL QUARTERLY","15-JUL-20","01-JAN-20","31-MAR-20","1293151.01","0"
"C00656686","TOM MALINOWSKI FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202005189232778534+0","NJ","07","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-20","01-JAN-20","30-JUN-20","57626.25","57626.25"
"C00696153","JAIME HARRISON FOR US SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202007159249756587+0","SC","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-20","01-JAN-20","30-JUN-20","64726.33","64726.33"
"C00457325","SHAHEEN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202007159244946581+0","NH","00","QUARTERLY YEAR END / SEMI-ANN","15-JUL-20","31-JUL-19","31-DEC-19","22893.2","22893.2"
"C00709410","CAL FOR NC","http://docquery.fec.gov/cgi-bin/fecimg/?_202007159244946592+0","NC","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-20","01-APR-20","30-JUN-20","112803.04","208161.04"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202007159244979450+0","","","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-20","01-APR-20","30-JUN-20","0","0"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202007159245006688+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-20","01-APR-20","30-JUN-20","251550","1709952.01"
"C00369801","DAVID SCOTT FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202007159250103346+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-20","21-MAY-20","30-JUN-20","11500","40000"
"C00437889","PETERS FOR MICHIGAN","http://docquery.fec.gov/cgi-bin/fecimg/?_202007159250084815+0","MI","","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-20","01-APR-20","30-JUN-20","0","29761.5"
"C00709899","SARA GIDEON FOR MAINE","http://docquery.fec.gov/cgi-bin/fecimg/?_202007159250084652+0","ME","","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-20","25-JUN-20","30-JUN-20","0","202847.58"
"C00711549","AMY MCGRATH FOR SENATE, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_202007159250082561+0","KY","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-20","01-APR-20","30-JUN-20","400","23802"
"C00716720","HICKENLOOPER FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_202007159249996629+0","CO","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-20","11-JUN-20","30-JUN-20","23478.71","36178.71"
"C00618389","TRUMP VICTORY","http://docquery.fec.gov/cgi-bin/fecimg/?_202007159250146660+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-20","01-APR-20","30-JUN-20","2122700","5983031.06"
"C00652297","GINA ORTIZ JONES FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202007159244614216+0","TX","23","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-20","01-APR-20","30-JUN-20","0","20558.01"
"C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_202007149244559323+0","","","JULY QUARTERLY / SEMI-ANNUAL","14-JUL-20","01-APR-20","30-JUN-20","275500","1490500"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202007109244402248+0","","","FEBRUARY MONTHLY","10-JUL-20","01-JAN-19","31-JAN-19","138750","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202007109244403644+0","","","JULY MONTHLY / SEMI-ANNUAL","10-JUL-20","01-JUN-19","30-JUN-19","128112.5","1739212.5"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202007109244402347+0","","","MARCH MONTHLY","10-JUL-20","01-FEB-19","28-FEB-19","388000","0"
"C00649350","MJ FOR TEXAS","http://docquery.fec.gov/cgi-bin/fecimg/?_202007109244428062+0","TX","","QUARTERLY SEMI-ANNUAL (MY)","10-JUL-20","25-JUN-20","30-JUN-20","0","27513.35"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202007109244403584+0","","","APRIL MONTHLY","10-JUL-20","01-MAR-19","31-MAR-19","712900","0"
"C00618389","TRUMP VICTORY","http://docquery.fec.gov/cgi-bin/fecimg/?_202007079244356481+0","","","QUARTERLY YEAR END / SEMI-ANN","07-JUL-20","01-OCT-19","31-DEC-19","866492.61","1458526.26"
"C00618389","TRUMP VICTORY","http://docquery.fec.gov/cgi-bin/fecimg/?_202007079244356467+0","","","OCTOBER QUARTERLY","07-JUL-20","01-JUL-19","30-SEP-19","592033.65","0"
"C00709899","SARA GIDEON FOR MAINE","http://docquery.fec.gov/cgi-bin/fecimg/?_202007029244301042+0","ME","","PRE-PRIMARY","02-JUL-20","01-APR-20","24-JUN-20","107221.33","0"
"C00649350","MJ FOR TEXAS","http://docquery.fec.gov/cgi-bin/fecimg/?_202007029244285470+0","TX","","PRE-RUN-OFF","02-JUL-20","01-APR-20","24-JUN-20","25502.35","0"
"C00369801","DAVID SCOTT FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202005289239510435+0","GA","13","PRE-PRIMARY","28-MAY-20","01-APR-20","20-MAY-20","9000","28500"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202005159232748908+0","","","MAY MONTHLY","15-MAY-20","01-APR-20","30-APR-20","20000","0"
"C00713396","ELYSABETH BRITT FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202004309232342922+0","","","APRIL QUARTERLY","30-APR-20","22-JUL-19","31-MAR-20","0","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202004209219751125+0","","","APRIL MONTHLY","20-APR-20","01-MAR-20","31-MAR-20","271800","0"
"C00708073","COMMITTEE TO ELECT RONDA KENNEDY FOR CONGRESS 2020","http://docquery.fec.gov/cgi-bin/fecimg/?_202004179219674614+0","","","APRIL QUARTERLY","17-APR-20","01-JAN-20","31-MAR-20","0","0"
"C00369801","DAVID SCOTT FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202004159216927987+0","","","APRIL QUARTERLY","15-APR-20","01-JAN-20","31-MAR-20","19500","0"
"C00437889","PETERS FOR MICHIGAN","http://docquery.fec.gov/cgi-bin/fecimg/?_202004159219332649+0","MI","00","APRIL QUARTERLY","15-APR-20","01-JAN-20","31-MAR-20","25756.5","0"
"C00709899","SARA GIDEON FOR MAINE","http://docquery.fec.gov/cgi-bin/fecimg/?_202004159219437375+0","ME","","APRIL QUARTERLY","15-APR-20","01-JAN-20","31-MAR-20","51733","0"
"C00618389","TRUMP VICTORY","http://docquery.fec.gov/cgi-bin/fecimg/?_202004159219438981+0","","","APRIL QUARTERLY","15-APR-20","01-JAN-20","31-MAR-20","3860331.06","0"
"C00709410","CAL FOR NC","http://docquery.fec.gov/cgi-bin/fecimg/?_202004159219485970+0","NC","","APRIL QUARTERLY","15-APR-20","13-FEB-20","31-MAR-20","29901","0"
"C00711549","AMY MCGRATH FOR SENATE, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_202004159219621926+0","KY","","APRIL QUARTERLY","15-APR-20","01-JAN-20","31-MAR-20","23402","23402"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202004159216857085+0","","","APRIL QUARTERLY","15-APR-20","01-JAN-20","31-MAR-20","960651","0"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202004159216828054+0","","","APRIL QUARTERLY","15-APR-20","01-JAN-20","31-MAR-20","0","0"
"C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_202004159216729466+0","","","APRIL QUARTERLY","15-APR-20","01-JAN-20","31-MAR-20","1215000","0"
"C00709410","CAL FOR NC","http://docquery.fec.gov/cgi-bin/fecimg/?_202004159219281668+0","NC","","PRE-PRIMARY","15-APR-20","01-JAN-20","12-FEB-20","20485","0"
"C00701359","CLEANOCEANSPAC","http://docquery.fec.gov/cgi-bin/fecimg/?_202004139216664072+0","","","QUARTERLY SEMI-ANNUAL (YE)","13-APR-20","","","0","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202003209204021650+0","","","MARCH MONTHLY","20-MAR-20","01-FEB-20","29-FEB-20","387100","0"
"C00636670","MARIE NEWMAN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202003059203760844+0","IL","03","PRE-PRIMARY","05-MAR-20","01-JAN-20","26-FEB-20","25212.5","0"
"C00731976","SEANPAULSEGURA.COM","http://docquery.fec.gov/cgi-bin/fecimg/?_202002289203326166+0","TX","33","PRE-PRIMARY","28-FEB-20","25-FEB-20","25-FEB-20","0","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202002209186573173+0","","","FEBRUARY MONTHLY","20-FEB-20","01-JAN-20","31-JAN-20","159500","0"
"C00010603","DNC SERVICES CORP / DEMOCRATIC NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_202001319185576487+0","","","MONTHLY YEAR END / SEMI-ANNUAL","31-JAN-20","01-JUL-19","31-DEC-19","469003","469003"
"C00709899","SARA GIDEON FOR MAINE","http://docquery.fec.gov/cgi-bin/fecimg/?_202001319185359265+0","ME","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-20","01-OCT-19","31-DEC-19","29560","29560"
"C00711549","AMY MCGRATH FOR SENATE, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_202001319186123873+0","KY","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-20","01-OCT-19","31-DEC-19","19752","110504"
"C00618389","TRUMP VICTORY","http://docquery.fec.gov/cgi-bin/fecimg/?_202001319185633560+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-20","01-OCT-19","31-DEC-19","1013292.61","1965326.26"
"C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_202001319185221350+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-20","01-JUL-19","31-DEC-19","0","227500"
"C00662619","ANDY LEVIN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202001319184589958+0","MI","09","QUARTERLY YEAR END / SEMI-ANN","31-JAN-20","01-JUL-19","31-DEC-19","53219.34","53219.34"
"C00255562","FRIENDS OF JIM CLYBURN","http://docquery.fec.gov/cgi-bin/fecimg/?_202001319184843812+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-20","01-OCT-19","31-DEC-19","19000","48000"
"C00636670","MARIE NEWMAN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202001319184829695+0","IL","03","QUARTERLY SEMI-ANNUAL (YE)","31-JAN-20","01-OCT-19","31-DEC-19","0","23810"
"C00633859","DELGADO FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202001319184178345+0","NY","19","QUARTERLY YEAR END / SEMI-ANN","31-JAN-20","01-JUL-19","31-DEC-19","34657.22","34657.22"
"C00140715","HOYER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202001319184105739+0","MD","05","QUARTERLY YEAR END / SEMI-ANN","31-JAN-20","01-JUL-19","31-DEC-19","30950","30950"
"C00656686","TOM MALINOWSKI FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202001319184126530+0","NJ","07","QUARTERLY YEAR END / SEMI-ANN","31-JAN-20","01-JUL-19","31-DEC-19","65570.81","65570.81"
"C00648220","ANDY KIM FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202001309184042782+0","NJ","03","QUARTERLY YEAR END / SEMI-ANN","30-JAN-20","01-JUL-19","31-DEC-19","43586.55","43586.55"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202001309182498710+0","","","QUARTERLY YEAR END / SEMI-ANN","30-JAN-20","01-JUL-19","31-DEC-19","824175","824175"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202001299182392117+0","","","MONTHLY SEMI-ANNUAL (YE)","29-JAN-20","01-DEC-19","31-DEC-19","0","960515"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202001299182392111+0","","","AUGUST MONTHLY","29-JAN-20","01-JUL-19","31-JUL-19","111500","0"
"C00437277","JEFF MERKLEY FOR OREGON","http://docquery.fec.gov/cgi-bin/fecimg/?_202001299182359692+0","OR","","QUARTERLY YEAR END / SEMI-ANN","29-JAN-20","01-JUL-19","31-DEC-19","32120.81","32120.81"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202001279167399684+0","WI","00","QUARTERLY SEMI-ANNUAL (YE)","27-JAN-20","01-JUL-19","31-DEC-19","0","0"
"C00674408","AMERICAN-HAITIAN GENERATION IN ACTION","http://docquery.fec.gov/cgi-bin/fecimg/?_201912230300303659+0","","","OCTOBER QUARTERLY","23-DEC-19","16-JUL-19","15-OCT-19","","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201912209166696771+0","","","DECEMBER MONTHLY","20-DEC-19","01-NOV-19","30-NOV-19","55000","0"
"C00618389","TRUMP VICTORY","http://docquery.fec.gov/cgi-bin/fecimg/?_201910239165292591+0","","","OCTOBER QUARTERLY","23-OCT-19","01-JUL-19","30-SEP-19","952033.65","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201910189165154104+0","","","OCTOBER MONTHLY","18-OCT-19","01-SEP-19","30-SEP-19","217350","0"
"C00255562","FRIENDS OF JIM CLYBURN","http://docquery.fec.gov/cgi-bin/fecimg/?_201910159163907766+0","","","OCTOBER QUARTERLY","15-OCT-19","01-JUL-19","30-SEP-19","29000","0"
"C00656686","TOM MALINOWSKI FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201910159163891263+0","NJ","07","OCTOBER QUARTERLY","15-OCT-19","01-JUL-19","30-SEP-19","32184.54","0"
"C00711549","AMY MCGRATH FOR SENATE, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201910159163864238+0","KY","","OCTOBER QUARTERLY","15-OCT-19","01-JUL-19","30-SEP-19","90788","90788"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201910159163912497+0","WI","","OCTOBER QUARTERLY","15-OCT-19","01-JUL-19","30-SEP-19","0","0"
"C00140715","HOYER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201910159163931088+0","MD","05","OCTOBER QUARTERLY","15-OCT-19","01-JUL-19","30-SEP-19","22950","0"
"C00684621","FRIENDS OF TOM HARRISON","http://docquery.fec.gov/cgi-bin/fecimg/?_201910159164190810+0","","","OCTOBER QUARTERLY","15-OCT-19","01-JUL-19","30-SEP-19","0","0"
"C00618389","TRUMP VICTORY","http://docquery.fec.gov/cgi-bin/fecimg/?_201910159164575428+0","","","OCTOBER QUARTERLY","15-OCT-19","01-JUL-19","30-SEP-19","910000","0"
"C00437277","JEFF MERKLEY FOR OREGON","http://docquery.fec.gov/cgi-bin/fecimg/?_201910159163893211+0","OR","","OCTOBER QUARTERLY","15-OCT-19","01-JUL-19","30-SEP-19","20919.54","0"
"C00458828","TEAM GRAHAM, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201910159164907301+0","SC","00","OCTOBER QUARTERLY","15-OCT-19","01-JUL-19","30-SEP-19","115000","0"
"C00641381","MCCREADY FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201910109163789672+0","NC","09","POST-SPECIAL","10-OCT-19","22-AUG-19","30-SEP-19","30316.5","0"
"C00523738","GERSON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201910049163751903+0","","","OCTOBER QUARTERLY","04-OCT-19","01-JUL-19","30-SEP-19","0","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201909209163464983+0","","","SEPTEMBER MONTHLY","20-SEP-19","01-AUG-19","31-AUG-19","555415","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201908169162885928+0","","","AUGUST MONTHLY","16-AUG-19","01-JUL-19","31-JUL-19","61500","0"
"C00674408","AMERICAN-HAITIAN GENERATION IN ACTION","http://docquery.fec.gov/cgi-bin/fecimg/?_201908020300290676+0","","","JULY QUARTERLY","02-AUG-19","16-APR-19","15-JUL-19","0","0"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201907319161278500+0","","","QUARTERLY MID-YEAR / SEMI-ANN","31-JUL-19","01-JAN-19","30-JUN-19","2190562.5","2190562.5"
"C00697664","AFRICANS FOR MAGA","http://docquery.fec.gov/cgi-bin/fecimg/?_201908070300291861+0","","","JULY QUARTERLY","30-JUL-19","01-JAN-19","01-JUN-19","",""
"C00618389","TRUMP VICTORY","http://docquery.fec.gov/cgi-bin/fecimg/?_201907199151532879+0","","","JULY QUARTERLY / SEMI-ANNUAL","19-JUL-19","01-APR-19","30-JUN-19","1036634.59","1036634.59"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201907199151512051+0","","","JULY MONTHLY / SEMI-ANNUAL","19-JUL-19","01-JUN-19","30-JUN-19","124362.5","1608462.5"
"C00369033","TEXANS FOR SENATOR JOHN CORNYN INC","http://docquery.fec.gov/cgi-bin/fecimg/?_201907159150831445+0","","","QUARTERLY MID-YEAR / SEMI-ANN","15-JUL-19","01-JAN-19","30-JUN-19","198600","198600"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201907159150837289+0","WI","00","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-19","01-APR-19","30-JUN-19","0","0"
"C00333427","WALDEN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201907159150810434+0","OR","02","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-19","01-APR-19","30-JUN-19","1500","27000"
"C00618389","TRUMP VICTORY","http://docquery.fec.gov/cgi-bin/fecimg/?_201907159150983654+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-19","01-APR-19","30-JUN-19","111434.59","111434.59"
"C00457325","SHAHEEN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201907159150986947+0","NH","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-19","01-APR-19","30-JUN-19","26945","54895"
"C00458828","TEAM GRAHAM, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201907159151334045+0","SC","00","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-19","01-APR-19","30-JUN-19","156700","329450"
"C00437277","JEFF MERKLEY FOR OREGON","http://docquery.fec.gov/cgi-bin/fecimg/?_201907159151131802+0","OR","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-19","01-JAN-19","30-JUN-19","20400","20400"
"C00650150","ELISSA SLOTKIN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201907149150595999+0","MI","08","JULY QUARTERLY / SEMI-ANNUAL","14-JUL-19","01-JAN-19","30-JUN-19","36831.98","36831.98"
"C00457325","SHAHEEN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201907129150582558+0","NH","","APRIL QUARTERLY","12-JUL-19","01-JAN-19","31-MAR-19","27950","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201906209150168413+0","","","JUNE MONTHLY","20-JUN-19","01-MAY-19","31-MAY-19","51000","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201905209149763730+0","","","MAY MONTHLY","20-MAY-19","01-APR-19","30-APR-19","95450","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201904259149600801+0","","","APRIL MONTHLY","25-APR-19","01-MAR-19","31-MAR-19","727900","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201904189149491883+0","","","APRIL MONTHLY","18-APR-19","01-MAR-19","31-MAR-19","659900","0"
"C00458828","TEAM GRAHAM, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201904159146384416+0","SC","00","APRIL QUARTERLY","15-APR-19","01-JAN-19","31-MAR-19","172750","0"
"C00333427","WALDEN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201904159146179776+0","OR","02","APRIL QUARTERLY","15-APR-19","01-JAN-19","31-MAR-19","25500","25500"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201904159146173320+0","WI","00","APRIL QUARTERLY","15-APR-19","01-JAN-19","31-MAR-19","0","0"
"C00398941","NEW YORKERS FOR YVETTE D. CLARKE","http://docquery.fec.gov/cgi-bin/fecimg/?_201904139146113734+0","","","APRIL QUARTERLY","13-APR-19","01-JAN-19","31-MAR-19","0","0"
"C00674408","AMERICAN-HAITIAN GENERATION IN ACTION","http://docquery.fec.gov/cgi-bin/fecimg/?_201904090300271607+0","","","APRIL QUARTERLY","09-APR-19","01-JAN-19","15-APR-19","0","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201903209145882542+0","","","MARCH MONTHLY","20-MAR-19","01-FEB-19","28-FEB-19","374500","0"
"C00505552","HEIDI FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201902279145593235+0","ND","","QUARTERLY SEMI-ANNUAL (YE)","27-FEB-19","27-NOV-18","31-DEC-18","0","115658.6"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201902149145511221+0","","","FEBRUARY MONTHLY","14-FEB-19","01-JAN-19","31-JAN-19","108750","0"
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_201901319144293679+0","OH","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-19","01-OCT-18","31-DEC-18","22896.37","73138.71"
"C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_201901319144305512+0","CO","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-19","27-NOV-18","31-DEC-18","28000","28000"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201901319144305599+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-19","01-OCT-18","31-DEC-18","35500","252825"
"C00431304","MCCASKILL FOR MISSOURI","http://docquery.fec.gov/cgi-bin/fecimg/?_201901319145234472+0","MO","00","QUARTERLY SEMI-ANNUAL (YE)","31-JAN-19","18-OCT-18","31-DEC-18","0","101005.99"
"C00606939","ROSEN FOR NEVADA","http://docquery.fec.gov/cgi-bin/fecimg/?_201901319145245365+0","NV","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-19","01-OCT-18","31-DEC-18","21904","98842.16"
"C00398941","NEW YORKERS FOR YVETTE D. CLARKE","http://docquery.fec.gov/cgi-bin/fecimg/?_201901319145433066+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-19","01-OCT-18","31-DEC-18","0","0"
"C00501197","BETO FOR TEXAS","http://docquery.fec.gov/cgi-bin/fecimg/?_201901319145394962+0","TX","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-19","01-OCT-18","31-DEC-18","29800.83","132921.49"
"C00634253","MIKE LEVIN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201901319145389328+0","CA","49","QUARTERLY YEAR END / SEMI-ANN","31-JAN-19","01-OCT-18","31-DEC-18","23052.22","44563.15"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201901319145328820+0","WI","00","QUARTERLY SEMI-ANNUAL (YE)","31-JAN-19","27-NOV-18","31-DEC-18","0","32679"
"C00637868","COLIN ALLRED FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201901319145361295+0","","00","QUARTERLY YEAR END / SEMI-ANN","31-JAN-19","01-JUL-18","31-DEC-18","58881.83","58881.83"
