,Unnamed: 0,Candidate.First.Name,Candidate.Last.Name,Candidate.State,Candidate.District,Candidate.Party,Incumbent,Freshman.Member,Candidate.Website.URL,Candidate.Gender,Listed.military.service.,Education,Marital.Status,Previous.Electoral.Experience,Position.on.Affordable.Care.Act..ObamaCare.,Position.on.Minimum.Wage,Position.on.Federal.Taxes,Position.on.Business.Regulations,Position.on.National.Debt.Deficit,Position.on.Social.Security,Position.on.Gun.Control,Position.on.Immigration,Position.on.Abortion,Position.on.Same.Sex.Marriage,Position.on.Criminal.Justice.Reform,Position.on.Federal.K.12.Education.Policy,Position.on.Climate.Change,Position.on.Campaign.Finance.Reform,Position.on.Legalization.Decriminalization.of.Marijuana.Policy,Position.on.Defense.Spending,Position.on.Handling.Terrorism.Abroad,Position.on.Russia,Party.Category,Party.Category.1,Incumbency,Female,Democrat,Republican,Trump.Mention,Obama.Mention,Sanders.Mention,Clinton.Mention,Special.Counsel.Mention,Travel.Ban.Mention,SinglePayer,Primary.Outcome,Primary.Runoff.Outcome,Candidate,District,total_runners,State,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,dist_num,District Abbrev
139,132,GEORGE,WEBER,IL,14,Democrat,,,https://www.georgeweberforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,george weber,U.S. House Illinois District 14,7,IL,Representative,Regular,3/20/18,Lost,None,None,-7.96,5.0,No,0,0.0,0.0,0.0,0,1.0,0.0,No,No,No,,No,,No,,,,,,,14.0,IL-14
140,134,JOHN,HOSTA,IL,14,Democrat,,,http://www.johnjhosta.com/,Male,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,No information,,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate supports protecting the status quo Social Security system,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,"Candidate supports local solutions to reform education (e.g. opposes common core, etc.)",Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate opposes reductions in military spending,Candidate provides no information,Candidate provides no information,Other,,0,0.0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,john hosta,U.S. House Illinois District 14,7,IL,Representative,Regular,3/20/18,Lost,None,None,-7.96,5.0,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,No,,No,,No,,,,,,,14.0,IL-14
141,135,LAUREN,UNDERWOOD,IL,14,Democrat,,,https://www.underwoodforcongress.com/,Female,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),No information,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,1.0,1,0,NEGATIVE MENTION,NEUTRAL MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Winner,,lauren underwood,U.S. House Illinois District 14,7,IL,Representative,Regular,3/20/18,Advanced,None,On the Ballot,-7.96,57.299999,Yes,1,0.0,0.0,0.0,0,1.0,1.0,Yes,Yes,Yes,,Yes,,No,,,,,,,14.0,IL-14
142,138,CARL,SPOERER,IL,15,Democrat,,,http://carl2018.com/,Male,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate supports calls for increased American intervention to combat terrorism,Candidate provides no information,Progressive Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,carl spoerer,U.S. House Illinois District 15,2,IL,Representative,Regular,3/20/18,Lost,None,None,-44.630001,37.900002,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,15.0,IL-15
143,139,KEVIN,GAITHER,IL,15,Democrat,,,https://gaither4il.com/,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate supports legalization/decriminalization of marijuana,Candidate supports a reduction in military spending,Candidate provides no information,Candidate provides complicated/complex/unclear position,Establishment Democrat,,0,0.0,1,0,NEGATIVE MENTION,NEUTRAL MENTION,COMPLICATED,COMPLICATED,NEGATIVE MENTION,NEGATIVE MENTION,,Winner,,kevin gaither,U.S. House Illinois District 15,2,IL,Representative,Regular,3/20/18,Advanced,None,On the Ballot,-44.630001,62.099998,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,15.0,IL-15
144,140,AMY,BRIEL,IL,16,Democrat,,,https://www.murribriel.com/,Female,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,Married,,Candidate explicitly supports ACA,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,1.0,1,0,NEGATIVE MENTION,NO MENTION,NEUTRAL MENTION,NEUTRAL MENTION,NO MENTION,NO MENTION,,Loser,,amy murri briel,U.S. House Illinois District 16,4,IL,Representative,Regular,3/20/18,Lost,None,None,-17.360001,19.5,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,,,,,16.0,IL-16
145,142,NEILL,MOHAMMAD,IL,16,Democrat,,,https://neillforillinois.com/,Male,"No, the candidate does not include any information about serving in the military",Ph.D.,No information,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate supports marriage equality measures,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate supports a reduction in military spending,Candidate provides complicated/complex/unclear position,Candidate provides complicated/complex/unclear position,Progressive Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NEGATIVE MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,neill mohammad,U.S. House Illinois District 16,4,IL,Representative,Regular,3/20/18,Lost,None,None,-17.360001,27.200001,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,16.0,IL-16
146,141,BETH,VERCOLIO-OSMUND,IL,16,Democrat,,,https://www.vercolioosmundforcongress.com/,Female,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,Married,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,1.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,beth vercolio-osmund,U.S. House Illinois District 16,4,IL,Representative,Regular,3/20/18,Lost,None,None,-17.360001,13.0,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,16.0,IL-16
147,143,SARA,DADY,IL,16,Democrat,,,https://www.saradadyforcongress.com/,Female,"No, the candidate does not include any information about serving in the military",J.D.,Married,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Establishment Democrat,,0,1.0,1,0,NEGATIVE MENTION,NEGATIVE MENTION,NEUTRAL MENTION,NEUTRAL MENTION,NO MENTION,NEGATIVE MENTION,"Yes, candidate supports universal healthcare reforms",Winner,,sara dady,U.S. House Illinois District 16,4,IL,Representative,Regular,3/20/18,Advanced,None,On the Ballot,-17.360001,40.299999,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,16.0,IL-16
148,145,DARREL,MILLER,IL,18,Democrat,,,http://darrelmillerforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,Married,,Candidate provides complicated/complex/unclear position,Candidate provides complicated/complex/unclear position,Candidate provides complicated/complex/unclear position,Candidate supports placing smart regulations on business,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate provides complicated/complex/unclear position,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-life position (i.e. anti-abortion),Candidate provides no information,Candidate supports major criminal justice reform,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate supports a reduction in military spending,Candidate provides no information,Candidate provides no information,Moderate Democrat,,0,0.0,1,0,NEGATIVE MENTION,NEUTRAL MENTION,NEUTRAL MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,darrel miller,U.S. House Illinois District 18,3,IL,Representative,Regular,3/20/18,Lost,None,None,-28.83,18.799999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,18.0,IL-18
149,144,BRIAN,DETERS,IL,18,Democrat,,,https://briandetersforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate supports a reduction in military spending,Candidate supports status quo efforts to combat terrorism,Candidate provides complicated/complex/unclear position,Establishment Democrat,,0,0.0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,brian deters,U.S. House Illinois District 18,3,IL,Representative,Regular,3/20/18,Lost,None,None,-28.83,39.5,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,18.0,IL-18
150,146,JUNIUS,RODRIGUEZ,IL,18,Democrat,,,http://www.rodriguezcongress.com/,Male,"No, the candidate does not include any information about serving in the military",Ph.D.,No information,,Candidate provides no information,Candidate supports raising the minimum wage,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate proposes reforms to reshape Social Security (e.g. increasing the retirement age; means-testing; etc.),Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports major criminal justice reform,Candidate provides no information,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Moderate Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Winner,,junius rodriguez,U.S. House Illinois District 18,3,IL,Representative,Regular,3/20/18,Advanced,None,On the Ballot,-28.83,41.700001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,18.0,IL-18
151,158,JOHN,PETROFF,IN,2,Democrat,,,https://www.committeetoelectjohnpetroff.com/,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate provides no information,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate supports legalization/decriminalization of marijuana,Candidate supports a reduction in military spending,Candidate supports status quo efforts to combat terrorism,Candidate notes Russia as political enemy of the United States,Other,,0,0.0,1,0,NEGATIVE MENTION,POSITIVE MENTION,NO MENTION,NEUTRAL MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,john petroff,U.S. House Indiana District 2,6,IN,Representative,Regular,5/8/18,Lost,None,None,-23.43,1.5,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,2.0,IN-2
152,160,PAT,HACKETT,IN,2,Democrat,,,https://pathackettforcongress.com/,Female,"No, the candidate does not include any information about serving in the military",J.D.,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,1.0,1,0,NEGATIVE MENTION,NO MENTION,NEUTRAL MENTION,POSITIVE MENTION,NO MENTION,NEGATIVE MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,pat hackett,U.S. House Indiana District 2,6,IN,Representative,Regular,5/8/18,Lost,None,None,-23.43,28.200001,No,0,0.0,1.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,2.0,IN-2
153,162,YATISH,JOSHI,IN,2,Democrat,,,http://joshiforindiana.com/,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate provides complicated/complex/unclear position,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,POSITIVE MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,yatish joshi,U.S. House Indiana District 2,6,IN,Representative,Regular,5/8/18,Lost,None,None,-23.43,22.1,No,1,0.0,0.0,0.0,1,1.0,0.0,,,Yes,,,,,,,,,,,2.0,IN-2
154,157,DOUGLAS,CARPENTER,IN,2,Democrat,,,NONE,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Other,,0,0.0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,douglas carpenter,U.S. House Indiana District 2,6,IN,Representative,Regular,5/8/18,Lost,None,None,-23.43,5.3000002,No,0,0.0,0.0,0.0,0,1.0,0.0,,,No,,,,,,,,,,,2.0,IN-2
155,161,ROLAND,LEECH,IN,2,Democrat,,,NONE,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Other,,0,0.0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,roland leech,U.S. House Indiana District 2,6,IN,Representative,Regular,5/8/18,Lost,None,None,-23.43,1.2,No,0,1.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,2.0,IN-2
156,159,MEL,HALL,IN,2,Democrat,,,http://www.melforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",Ph.D.,Married,,Candidate explicitly supports ACA,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports marriage equality measures,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate provides no information,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Winner,,mel hall,U.S. House Indiana District 2,6,IN,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-23.43,41.700001,Yes,0,0.0,0.0,0.0,1,1.0,0.0,,,No,,,,,,,,,,,2.0,IN-2
157,165,TOMMY,SCHRADER,IN,3,Democrat,,,NONE,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Other,,0,0.0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,tommy schrader,U.S. House Indiana District 3,3,IN,Representative,Regular,5/8/18,Lost,None,None,-35.48,10.7,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3.0,IN-3
158,164,JOHN FORREST,ROBERSON,IN,3,Democrat,,,NONE,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Other,,0,0.0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,john roberson,U.S. House Indiana District 3,3,IN,Representative,Regular,5/8/18,Lost,None,None,-35.48,10.2,No,1,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3.0,IN-3
159,163,COURTNEY,TRITCH,IN,3,Democrat,,,https://www.tritchforcongress.com/,Female,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,No information,,Candidate explicitly supports ACA,Candidate provides no information,Candidate supports raising taxes on the wealthy/corporations,Candidate provides complicated/complex/unclear position,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports gun control measures,Candidate provides no information,Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,1.0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Winner,,courtney tritch,U.S. House Indiana District 3,3,IN,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-35.48,79.099998,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3.0,IN-3
160,171,VERONIKKA,ZIOL,IN,4,Democrat,,,https://www.facebook.com/Veronikka-Ziol-For-Indianas-4th-Congressional-138354663514248/,Female,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides complicated/complex/unclear position,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,1.0,1,0,NO MENTION,NO MENTION,POSITIVE MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,veronikka ziol,U.S. House Indiana District 4,6,IN,Representative,Regular,5/8/18,Lost,None,None,-34.110001,21.1,No,0,0.0,1.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4.0,IN-4
161,169,ROLAND,ELLIS,IN,4,Democrat,,,NONE,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Other,,0,0.0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,Loser,,roland ellis,U.S. House Indiana District 4,6,IN,Representative,Regular,5/8/18,Lost,None,None,-34.110001,9.1999998,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4.0,IN-4
162,167,JOSEPH,MACKEY,IN,4,Democrat,,,https://www.joe4hoosiers.com/,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,Married,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0.0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,joe mackey,U.S. House Indiana District 4,6,IN,Representative,Regular,5/8/18,Lost,None,None,-34.110001,16.1,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4.0,IN-4
163,166,DARIN,GRIESEY,IN,4,Democrat,,,http://www.darin4change.net/,Male,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,Single,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports placing smart regulations on business,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0.0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",Loser,,darin patrick griesey,U.S. House Indiana District 4,6,IN,Representative,Regular,5/8/18,Lost,None,None,-34.110001,6.6999998,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,4.0,IN-4
